HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
21172,-0.11,-99.99,-99.99,0.14,-99.99,-0.21,-0.04,0.11,0.11,0.05,-99.99,-99.99,-99.99,0.1,-99.99,0.08,0.09,0.14,0.14,0.05,-99.99,0.02,-0.29,-0.19,0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
21960,-0.16,-99.99,-99.99,0.14,-99.99,-0.02,-0.04,0.09,0.11,0.03,-99.99,-99.99,-99.99,0.11,-99.99,0.07,0.02,0.15,0.09,0.12,-99.99,0.03,-0.31,-0.14,0.03,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
21731,0.18,-99.99,-99.99,0.09,-99.99,-0.25,0,0.07,0.07,0.04,-99.99,-99.99,-99.99,0.01,-99.99,0.07,0.08,0.1,0.06,0.12,-99.99,0.03,-0.3,-0.03,0.1,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
22905,-0.16,-99.99,-99.99,0.12,-99.99,-0.19,0.05,0.05,0.03,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.08,0.07,0.1,0.11,-0.02,-99.99,0.01,-0.3,-0.23,0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
23128,-0.18,-99.99,-99.99,0.06,-99.99,-0.13,-0.05,0.03,-0.07,0.01,-99.99,-99.99,-99.99,0.09,-99.99,0.05,0.02,0.09,0.11,-0.06,-99.99,0.01,-0.28,-0.3,-0.07,-0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
23627,-0.16,-99.99,-99.99,0.15,-99.99,-0.05,0.02,0.12,0.09,0.07,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.12,0.14,0.18,0.02,-99.99,0.01,-0.28,-0.23,0.02,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
24210,-0.16,-99.99,-99.99,0.13,-99.99,-0.06,0.02,0.06,0.08,0.03,-99.99,-99.99,-99.99,0.06,-99.99,0.08,0.03,0.15,0.05,0.2,-99.99,0.04,-0.3,-0.08,0.07,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
22504,-0.08,-99.99,-99.99,0.08,-99.99,-0.13,-0.03,0.01,-0.02,-0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.03,0,0.07,0.1,-0.01,-99.99,0.02,-0.31,-0.2,-0.03,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
24777,-0.19,-99.99,-99.99,0.22,-99.99,-0.14,-0.03,0.05,0.1,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.11,0.01,0.17,0.04,0.28,-99.99,0.03,-0.32,-0.11,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
25616,-0.2,-99.99,-99.99,0.14,-99.99,-0.07,-0.01,0.08,0.03,0.03,-99.99,-99.99,-99.99,0.09,-99.99,0.06,0.08,0.1,0.12,-0.04,-99.99,0.01,-0.29,-0.28,-0.03,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
25840,-0.16,-99.99,-99.99,0.18,-99.99,-0.11,0.06,0.08,0,0.06,-99.99,-99.99,-99.99,0.08,-99.99,0.11,0.08,0.09,0.12,-0.01,-99.99,0.01,-0.26,-0.22,0,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
26737,-0.19,-99.99,-99.99,0.07,-99.99,-0.06,-0.03,0.02,-0.01,0.01,-99.99,-99.99,-99.99,0.07,-99.99,0.01,0,0.09,0.07,0,-99.99,0.02,-0.3,-0.23,-0.04,-0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
26834,0.27,-99.99,-99.99,0.14,-99.99,-0.16,0.1,0.05,0.08,0.06,-99.99,-99.99,-99.99,-0.02,-99.99,0.1,0.08,0.1,0.02,0.18,-99.99,0.03,-0.42,0.04,0.15,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27058,-0.06,-99.99,-99.99,0.13,-99.99,-0.14,-0.03,0.08,0.02,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.07,0.07,0.08,0.12,-0.02,-99.99,0.02,-0.27,-0.19,-0.02,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27075,0.04,-99.99,-99.99,0.08,-99.99,-0.35,0.02,0.01,-0.06,0,-99.99,-99.99,-99.99,0.05,-99.99,0.02,0.03,0.04,0.06,-0.05,-99.99,0,-0.3,-0.2,-0.04,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27435,-0.21,-99.99,-99.99,0.13,-99.99,-0.15,0.01,0.03,0.01,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.06,0.03,0.1,0.09,0,-99.99,0.01,-0.29,-0.19,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27244,0.06,-99.99,-99.99,0.12,-99.99,-0.26,0.04,0,-0.02,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.07,0.03,0.06,0.06,-0.02,-99.99,0.01,-0.32,-0.17,0,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27080,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27896,0.07,-99.99,-99.99,0.12,-99.99,-0.09,0.06,0.09,0.14,0.05,-99.99,-99.99,-99.99,0.04,-99.99,0.16,0.07,0.18,0.09,0.34,-99.99,0.03,-0.29,0.01,0.19,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
28267,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
29788,0.13,-99.99,-99.99,0.08,-99.99,-0.21,0.07,0.01,0,0.03,-99.99,-99.99,-99.99,0.06,-99.99,0.05,0.08,0.05,0.1,-0.01,-99.99,0,-0.24,-0.12,0.02,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
30243,0.3,-99.99,-99.99,0.12,-99.99,-0.28,0.17,0.06,0.07,0.05,-99.99,-99.99,-99.99,-0.02,-99.99,0.13,0.1,0.09,0.01,0.1,-99.99,0.02,-0.37,0.01,0.17,0.11,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
29673,-0.21,-99.99,-99.99,0.18,-99.99,-0.03,0.05,0.09,0,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.09,0.08,0.09,0.14,-0.01,-99.99,0,-0.26,-0.26,0.01,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
30104,0.16,-99.99,-99.99,0.07,-99.99,-0.31,0.04,0.03,0.05,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.09,0.08,0.08,0.06,0.04,-99.99,0.02,-0.35,-0.07,0.06,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
30503,0.05,-99.99,-99.99,0.06,-99.99,-0.2,0.01,0.03,-0.01,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.06,0.03,0.08,0.07,0,-99.99,0.02,-0.31,-0.17,0.01,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
30476,-0.01,-99.99,-99.99,0.17,-99.99,-0.02,0.04,0.12,0.13,0.06,-99.99,-99.99,-99.99,0.1,-99.99,0.11,0.14,0.16,0.16,0.07,-99.99,0.02,-0.3,-0.18,0.08,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
31692,-0.35,-99.99,-99.99,0.17,-99.99,-0.09,0.04,0.1,0.09,0.06,-99.99,-99.99,-99.99,0.1,-99.99,0.08,0.08,0.18,0.11,0.13,-99.99,0.05,-0.29,-0.17,0.05,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
33094,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
33229,-0.06,-99.99,-99.99,0.12,-99.99,-0.18,-0.01,0.09,0.13,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.11,0.1,0.17,0.08,0.2,-99.99,0.04,-0.3,-0.1,0.09,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
34879,0.3,-99.99,-99.99,0.12,-99.99,-0.31,0.15,-99.99,0.1,0.05,-99.99,-99.99,-99.99,0,-99.99,0.11,0.13,0.05,0.03,0.09,-99.99,0.06,-0.32,0.24,0.09,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
36210,0.04,-99.99,-99.99,0.14,-99.99,-0.18,0.04,0.08,0.06,0.02,-99.99,-99.99,-99.99,0.05,-99.99,0.08,0.04,0.09,0.06,0.07,-99.99,0.03,-0.33,-0.08,0.09,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
36512,-0.11,-99.99,-99.99,0.1,-99.99,-0.16,-99.99,0.21,-99.99,0.16,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
38041,-0.15,-99.99,-99.99,0.06,-99.99,-0.19,-0.01,0.05,0.01,0.02,-99.99,-99.99,-99.99,0.11,-99.99,0.03,0.01,0.11,0.03,0.08,-99.99,0.04,-0.31,-0.14,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
38908,-0.3,-99.99,-99.99,0.35,-99.99,0.17,-99.99,0.29,-99.99,0.19,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
39298,0.18,-99.99,-99.99,0.09,-99.99,-0.28,0.06,0.05,0.09,0.03,-99.99,-99.99,-99.99,0.01,-99.99,0.11,0.11,0.12,0.07,0.13,-99.99,0.02,-0.33,-0.06,0.15,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
39710,-0.15,-99.99,-99.99,0.07,-99.99,-0.16,-0.03,0.04,0,0.02,-99.99,-99.99,-99.99,0.1,-99.99,0.09,0.06,0.12,0.14,0,-99.99,0.01,-0.28,-0.23,-0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
40072,0.08,-99.99,-99.99,0.13,-99.99,-0.25,0.01,0,0.06,0.04,-99.99,-99.99,-99.99,0.04,-99.99,0.12,-0.03,0.15,0.03,0.3,-99.99,0.05,-0.34,-0.05,0.09,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
40283,0.05,-99.99,-99.99,0.08,-99.99,-0.26,-99.99,-0.01,-99.99,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
40438,-0.17,-99.99,-99.99,0.14,-99.99,-0.25,0.06,0.05,-0.01,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.04,0.04,0.07,0.09,-0.04,-99.99,0,-0.31,-0.23,-0.01,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41134,0.12,-99.99,-99.99,0,-99.99,-0.25,-0.05,-0.02,-0.08,-0.01,-99.99,-99.99,-99.99,0.02,-99.99,0.03,0,0.04,0.04,-0.05,-99.99,0.02,-0.32,-0.15,-0.06,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41317,-0.08,-99.99,-99.99,0.09,-99.99,-0.16,0.02,0.09,0.08,0.02,-99.99,-99.99,-99.99,0.09,-99.99,0.07,0.06,0.12,0.08,0.04,-99.99,0.03,-0.32,-0.15,0.03,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41479,0.25,-99.99,-99.99,0.07,-99.99,-0.05,0.1,0.01,0.02,0.02,-99.99,-99.99,-99.99,0.03,-99.99,0.11,0.11,0.07,0.04,0.04,-99.99,0.01,-0.36,-0.08,0.07,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41529,-0.03,-99.99,-99.99,0.12,-99.99,-0.27,0.01,0.03,0.05,0.03,-99.99,-99.99,-99.99,0.04,-99.99,0.04,0.04,0.09,0.06,0.1,-99.99,0.02,-0.29,-0.06,0.05,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41777,0.21,-99.99,-99.99,0.13,-99.99,-0.22,0.13,0.07,0.08,0.04,-99.99,-99.99,-99.99,0.02,-99.99,0.09,0.08,0.09,0.03,0.2,-99.99,0.02,-0.32,0,0.15,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
41926,-0.4,-99.99,-99.99,0.28,-99.99,-0.06,0.08,0.12,0.14,0.07,-99.99,-99.99,-99.99,0.11,-99.99,0.14,0.05,0.22,0.09,0.22,-99.99,0.05,-0.29,-0.16,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
42011,0.31,-99.99,-99.99,0.09,-99.99,-0.24,0.08,0.02,0.05,0.03,-99.99,-99.99,-99.99,-0.05,-99.99,0.1,0.07,0.07,0.04,0.11,-99.99,0.02,-0.37,-0.02,0.14,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
42123,0.1,-99.99,-99.99,0.09,-99.99,-0.22,0.04,0.03,0.03,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.08,0.09,0.07,0.11,0,-99.99,-0.01,-0.3,-0.17,0.01,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
42291,0.17,-99.99,-99.99,-0.04,-99.99,-0.28,-0.04,0,-0.02,0,-99.99,-99.99,-99.99,0.07,-99.99,0.07,0.06,0.08,0.1,0,-99.99,0.01,-0.34,-0.15,0,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
42634,0.23,-99.99,-99.99,0.13,-99.99,-0.31,0.09,0.04,0.07,0.06,-99.99,-99.99,-99.99,0.03,-99.99,0.09,0.07,0.08,0.04,0.12,-99.99,0.03,-0.35,0.01,0.14,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
43726,0.13,-99.99,-99.99,0.07,-99.99,-0.22,0.03,0.03,-0.02,0,-99.99,-99.99,-99.99,0.04,-99.99,0.06,0.02,0.06,0.04,0.03,-99.99,0.03,-0.36,-0.12,0.04,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
44713,0.1,-99.99,-99.99,0.11,-99.99,0.04,-0.03,0.03,0.02,0.01,-99.99,-99.99,-99.99,0.03,-99.99,0.06,0.08,0.06,0.08,0,-99.99,0.01,-0.34,-0.14,0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
44890,-0.02,-99.99,-99.99,-0.04,-99.99,-0.17,-0.09,0,-0.03,-0.01,-99.99,-99.99,-99.99,0.09,-99.99,0.01,-0.04,0.08,0.05,0,-99.99,0.03,-0.33,-0.19,-0.06,-0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
44860,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
44811,-0.66,-99.99,-99.99,0.41,-99.99,0.32,0.17,0.34,0.23,0.24,-99.99,-99.99,-99.99,0.29,-99.99,0.25,0.2,0.35,0.38,0.12,-99.99,0.03,-0.21,-0.43,0.11,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
45749,-0.24,-99.99,-99.99,0.08,-99.99,-0.21,0.01,0.05,0.05,0.05,-99.99,-99.99,-99.99,0.05,-99.99,0.07,-0.03,0.14,0.03,0.16,-99.99,0.05,-0.29,-0.14,0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
45940,-0.16,-99.99,-99.99,0.04,-99.99,-0.19,0.01,0.12,0.11,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.1,0.08,0.15,0.09,0.09,-99.99,0.03,-0.31,-0.15,0.06,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
46677,0.02,-99.99,-99.99,0.29,-99.99,-0.08,0.04,-99.99,0.11,0.03,-99.99,-99.99,-99.99,0.05,-99.99,0.19,0.05,0.17,0.04,0.4,-99.99,0.03,-0.32,-0.07,0.16,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
