HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
17420,-0.16,-99.99,-99.99,-99.99,-99.99,-99.99,0.01,0.07,0.11,0.03,-99.99,-99.99,-99.99,0.02,-99.99,0.24,0.02,0.23,0.02,0.4,-99.99,0.05,-0.3,-0.15,0.1,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
17978,-0.3,-99.99,-99.99,-99.99,-99.99,-99.99,0.02,0.06,0.12,0.02,-99.99,-99.99,-99.99,0.11,-99.99,0.2,0.03,0.23,0.07,0.4,-99.99,0.04,-0.31,-0.16,0.09,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
20277,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
22907,-0.06,-99.99,-99.99,-99.99,-99.99,-99.99,0.06,0.02,0.19,0.04,-99.99,-99.99,-99.99,0.14,-99.99,0.52,-0.02,0.3,-0.02,0.56,-99.99,0.07,-0.39,-0.08,0.18,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
25421,-0.12,-99.99,-99.99,-99.99,-99.99,-99.99,-0.02,0.07,0.09,0.01,-99.99,-99.99,-99.99,0,-99.99,0.24,-0.03,0.22,0.01,0.46,-99.99,0.04,-0.3,-0.09,0.1,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
25623,-0.19,-99.99,-99.99,-99.99,-99.99,-99.99,0.09,0.11,0.39,0.04,-99.99,-99.99,-99.99,0.18,-99.99,0.81,0.09,0.44,0.12,0.64,-99.99,0.08,-0.34,-0.11,0.3,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
27887,-0.3,-99.99,-99.99,-99.99,-99.99,-99.99,0.06,0.19,0.23,0.03,-99.99,-99.99,-99.99,0.16,-99.99,0.43,0.02,0.4,0.02,0.62,-99.99,0.13,-0.35,-0.13,0.13,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
30225,-0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-0.01,0.02,0.04,0.02,-99.99,-99.99,-99.99,0.09,-99.99,0.16,-0.01,0.18,0,0.37,-99.99,0.05,-0.31,-0.11,0.06,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
33037,-0.21,-99.99,-99.99,-99.99,-99.99,-99.99,0.03,0.16,0.21,0.04,-99.99,-99.99,-99.99,0.18,-99.99,0.44,0.05,0.35,0.01,0.6,-99.99,0.09,-0.35,-0.14,0.15,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
33955,-0.16,-99.99,-99.99,-99.99,-99.99,-99.99,-0.05,0.01,0.17,0.04,-99.99,-99.99,-99.99,0.12,-99.99,0.51,-0.01,0.29,0,0.53,-99.99,0.06,-0.38,-0.15,0.18,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
37284,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,0.03,0.02,0.14,0.04,-99.99,-99.99,-99.99,0.05,-99.99,0.32,-0.06,0.19,-0.03,0.46,-99.99,0.01,-0.36,-0.11,0.14,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
38931,-0.3,-99.99,-99.99,-99.99,-99.99,-99.99,0.08,0.1,0.26,0.06,-99.99,-99.99,-99.99,0.19,-99.99,0.56,0.04,0.39,0.04,0.63,-99.99,0.13,-0.38,-0.15,0.17,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
38998,-0.09,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.12,0.23,0.09,-99.99,-99.99,-99.99,0.13,-99.99,0.29,0.08,0.3,0.22,0.49,-99.99,0.06,-0.34,-0.09,0.17,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
44896,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
46626,-0.53,-99.99,-99.99,-99.99,-99.99,-99.99,0.25,0.34,0.47,0.18,-99.99,-99.99,-99.99,0.37,-99.99,0.79,0.1,0.65,0.17,0.8,-99.99,0.18,-0.43,-0.17,0.27,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48331,-0.31,-99.99,-99.99,-99.99,-99.99,-99.99,0.25,0.22,0.55,0.04,-99.99,-99.99,-99.99,0.3,-99.99,1.15,0.14,0.72,0.05,0.87,-99.99,0.18,-0.37,-0.15,0.37,0.1,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48680,-0.05,-99.99,-99.99,-99.99,-99.99,-99.99,0.07,0.06,0.16,0.09,-99.99,-99.99,-99.99,0.09,-99.99,0.34,0.04,0.23,0,0.46,-99.99,0.06,-0.34,-0.12,0.16,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48594,-0.24,-99.99,-99.99,-99.99,-99.99,-99.99,0.01,0.02,0.12,0,-99.99,-99.99,-99.99,0.08,-99.99,0.32,0.02,0.28,0.05,0.52,-99.99,0.09,-0.29,-0.14,0.13,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
49359,-0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-0.02,-0.01,0.24,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.29,-0.08,0.22,-0.07,0.45,-99.99,0.06,-0.34,-0.12,0.08,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
49728,-0.09,-99.99,-99.99,-99.99,-99.99,-99.99,0.07,0.08,0.06,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.08,0.06,0.11,0.1,0.04,-99.99,0.03,-0.28,-0.14,0.04,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
52708,-0.71,-99.99,-99.99,-99.99,-99.99,-99.99,0.31,0.14,0.37,-0.1,-99.99,-99.99,-99.99,0.4,-99.99,0.83,-0.1,0.62,-0.03,0.85,-99.99,0.24,-0.57,-0.18,0.21,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
56998,-0.51,-99.99,-99.99,-99.99,-99.99,-99.99,0.16,0.06,0.27,-0.05,-99.99,-99.99,-99.99,0.28,-99.99,0.64,0,0.48,0.2,0.64,-99.99,0.13,-0.44,-0.24,0.19,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
58374,-0.06,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,-0.22,0.17,-0.02,-99.99,-99.99,-99.99,0.04,-99.99,0.45,0.05,0.33,0.02,0.59,-99.99,0.06,-0.36,-0.09,0.19,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
58401,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
58451,-0.05,-99.99,-99.99,-99.99,-99.99,-99.99,0.12,0.09,0.11,0.05,-99.99,-99.99,-99.99,0.04,-99.99,0.3,-0.06,0.21,-0.02,0.42,-99.99,0.04,-0.32,-0.13,0.13,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
59296,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-0.02,0,0.25,0.03,-99.99,-99.99,-99.99,0.2,-99.99,0.56,-0.02,0.3,-0.05,0.53,-99.99,0.08,-0.37,-0.22,0.21,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
59639,-0.08,-99.99,-99.99,-99.99,-99.99,-99.99,0.01,0.09,0.12,0.06,-99.99,-99.99,-99.99,0.01,-99.99,0.19,0.1,0.19,0.07,0.39,-99.99,0.02,-0.28,-0.11,0.12,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
61391,-0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-0.04,0,0.05,0.08,-99.99,-99.99,-99.99,0.08,-99.99,0.13,-0.04,0.15,0,0.31,-99.99,0.04,-0.27,-0.15,0.07,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
62107,-0.4,-99.99,-99.99,-99.99,-99.99,-99.99,0.08,0.12,0.09,0.07,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.09,0.16,0.12,0.06,-99.99,0.03,-0.25,-0.21,0.05,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64295,-0.06,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.13,0.19,0,-99.99,-99.99,-99.99,0.1,-99.99,0.49,-0.02,0.37,0.01,0.64,-99.99,0.08,-0.37,-0.09,0.18,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
65574,-0.2,-99.99,-99.99,-99.99,-99.99,-99.99,-0.02,0.02,0.11,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.22,-0.01,0.23,0.05,0.4,-99.99,0.03,-0.33,-0.17,0.11,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
65602,-0.22,-99.99,-99.99,-99.99,-99.99,-99.99,0.02,0.03,0.12,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.22,0.01,0.23,0.03,0.44,-99.99,0.06,-0.33,-0.12,0.08,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69972,0.19,-99.99,-99.99,-99.99,-99.99,-99.99,0.15,-0.12,0.21,0.07,-99.99,-99.99,-99.99,0.01,-99.99,0.51,0.11,0.22,0.05,0.53,-99.99,0.04,-0.31,-0.09,0.27,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
72119,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
72742,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-0.03,0.1,0.19,0.07,-99.99,-99.99,-99.99,0.03,-99.99,0.38,0.07,0.3,0.05,0.54,-99.99,0.04,-0.3,-0.11,0.26,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
72688,-0.12,-99.99,-99.99,-99.99,-99.99,-99.99,0.03,0.05,0.15,-0.03,-99.99,-99.99,-99.99,0.16,-99.99,0.41,0.03,0.3,-0.02,0.54,-99.99,0.08,-0.38,-0.15,0.11,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
74443,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
75181,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
75253,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,0.16,0.14,0.14,0.1,-99.99,-99.99,-99.99,0.02,-99.99,0.38,0.03,0.19,0.03,0.49,-99.99,0.05,-0.31,-0.06,0.27,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
75542,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78170,-0.34,-99.99,-99.99,-99.99,-99.99,-99.99,0.11,0.04,0.26,0.01,-99.99,-99.99,-99.99,0.19,-99.99,0.62,-0.05,0.43,0.06,0.61,-99.99,0.14,-0.51,-0.22,0.18,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78336,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-0.04,-0.3,0.02,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.09,-0.08,0.12,-0.04,0.27,-99.99,0.01,-0.3,0.05,0,-0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78883,-0.31,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.05,0.15,0.02,-99.99,-99.99,-99.99,0.14,-99.99,0.34,0.05,0.35,-0.01,0.56,-99.99,0.07,-0.37,-0.13,0.1,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78947,-0.11,-99.99,-99.99,-99.99,-99.99,-99.99,0,0.04,0.07,-0.01,-99.99,-99.99,-99.99,0.2,-99.99,0.22,-0.05,0.23,-0.04,0.42,-99.99,0.07,-0.38,-0.13,0.08,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
79190,-0.4,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.15,0.18,0.08,-99.99,-99.99,-99.99,0.15,-99.99,0.24,0.1,0.31,0.13,0.39,-99.99,0.06,-0.3,-0.17,0.1,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
80683,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-0.07,0.01,0.1,0,-99.99,-99.99,-99.99,-0.01,-99.99,0.3,0.01,0.23,-0.01,0.42,-99.99,0.05,-0.31,-0.19,0.09,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
81681,-0.35,-99.99,-99.99,-99.99,-99.99,-99.99,0.13,0.29,0.29,0.18,-99.99,-99.99,-99.99,0.2,-99.99,0.2,0.23,0.31,0.31,0.16,-99.99,0.03,-0.24,-0.33,0.14,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
83373,-0.24,-99.99,-99.99,-99.99,-99.99,-99.99,-0.04,0.01,0.04,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.08,-0.04,0.14,-0.01,0.23,-99.99,0.03,-0.31,-0.2,-0.03,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
83591,-0.61,-99.99,-99.99,-99.99,-99.99,-99.99,0.37,0.24,0.59,0,-99.99,-99.99,-99.99,0.5,-99.99,1.19,0.1,0.78,0.11,0.97,-99.99,0.27,-0.44,-0.15,0.34,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
83990,-0.69,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.14,0.18,0.06,-99.99,-99.99,-99.99,0.15,-99.99,0.26,0.05,0.3,0.09,0.38,-99.99,0.07,-0.29,-0.24,0.09,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
85158,-0.07,-99.99,-99.99,-99.99,-99.99,-99.99,0.02,0.03,-0.04,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.08,0.05,0.06,0.1,-0.03,-99.99,0.01,-0.31,-0.17,-0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
85425,-0.24,-99.99,-99.99,-99.99,-99.99,-99.99,0,0.08,0.04,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.05,0.02,0.14,0.09,0.06,-99.99,0.04,-0.31,-0.18,0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
87330,-0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-0.05,-0.02,0.04,-0.01,-99.99,-99.99,-99.99,0.1,-99.99,0.24,-0.11,0.23,-0.04,0.46,-99.99,0.05,-0.33,-0.18,0.05,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
89728,-0.14,-99.99,-99.99,-99.99,-99.99,-99.99,-0.04,-0.08,0.08,0.03,-99.99,-99.99,-99.99,0.13,-99.99,0.32,-0.09,0.22,-0.04,0.44,-99.99,0.04,-0.45,-0.2,0.01,-0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
90656,0.15,-99.99,-99.99,-99.99,-99.99,-99.99,0.02,0.01,0.29,0.04,-99.99,-99.99,-99.99,0.13,-99.99,0.61,0.04,0.34,-0.06,0.57,-99.99,0.04,-0.36,-0.05,0.31,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
95467,0.34,-99.99,-99.99,-99.99,-99.99,-99.99,0.19,0.06,0.21,0.07,-99.99,-99.99,-99.99,-0.02,-99.99,0.57,0.18,0.24,-0.01,0.58,-99.99,0.02,-0.38,-0.02,0.43,0.15,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
96113,-0.19,-99.99,-99.99,-99.99,-99.99,-99.99,-0.09,0,0.05,0.01,-99.99,-99.99,-99.99,0.04,-99.99,0.47,-0.06,0.28,-0.01,0.48,-99.99,0,-0.39,-0.32,0.13,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
